StudyID,Species,Taxon.group,Endo.Ecto,Lat.Decimal.Degrees,Trait.Name,Fitness.Measure.Defined,N,linear.coefs,linear.coefs.se,grad.diff,elevation,abs.Lat
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1119,0.093,0.072,grad,26,57.1667
11,Calopteryx splendens,I,Ecto,55.7,Forewing length,"Minimum lifespan in field (a measure of survival), H_je «_Å population",453,0.097836,NA,grad,10,55.7
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,414,0.099,NA,grad,971,46.8607
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,41,0.099,NA,grad,8,25.745
51,Poecilia reticulata,V,Ecto,10.4606,Body Size,survival,NA,0.1,NA,grad,88,10.4606
75,Salmo salar,V,Ecto,42.4167,growth (immature fish),Age-2 winter survival,64,0.1,NA,grad,124,42.4167
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,339,0.102,NA,grad,971,46.8607
11,Calopteryx splendens,I,Ecto,55.6333,Abdomen length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",785,0.102519,NA,grad,33,55.6333
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,72,0.104,0.056,grad,10,51.641
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1276,0.106,0.066,grad,26,57.1667
61,Negaprion brevirostris,V,Ecto,25.745,growth,survival,34,0.106743,NA,grad,8,25.745
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,342,0.109,NA,grad,971,46.8607
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,500,0.109,0.187,grad,26,57.1667
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.1093,0.0233,grad,121,57.814
11,Calopteryx splendens,I,Ecto,55.7,Abdomen length,"Minimum lifespan in field (a measure of survival), H_je «_Å population",992,0.109458,NA,grad,10,55.7
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,895,0.11,0.078,grad,26,57.1667
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,95,0.11,NA,grad,8,25.745
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,35,0.11,NA,grad,8,25.745
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tail,survival,NA,0.11,0.1,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culw,survival,NA,0.11,0.11,grad,-17,23.4333
73,Lacerta agilis,V,Ecto,57.3947,Female mass,Survival rate of offspring (proportion),19,0.111,0.507,grad,5,57.3947
67,Ovis aries,V,Endo,57.814,body weight - adult females,survival,112,0.114,0.037,grad,121,57.814
158,Parus major,V,Endo,53.2833,tarsus length,survival to the next breeding season,222,0.114,0.032,grad,-2,53.2833
15,Parus caeruleus,V,Endo,42.55,chick tarsus length,survival (recruitment to the breeding population),243,0.114321351,0.17369939,grad,593,42.55
11,Calopteryx splendens,I,Ecto,55.6333,Abdomen length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",374,0.116754,NA,grad,33,55.6333
67,Ovis aries,V,Endo,57.814,body weight - juveniles,survival,46,0.117,0.063,grad,121,57.814
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),96,0.117496208,0.43465373,grad,29,42.5667
15,Parus caeruleus,V,Endo,42.55,chick tarsus length,survival (recruitment to the breeding population),190,0.117628875,0.32669232,grad,593,42.55
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Length,juvenile survival,474,0.118,NA,grad,971,46.8607
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1794,0.119,0.063,grad,26,57.1667
79,Phasianus colchicus,V,Endo,55.7232,tail length,male survival,38,0.12,NA,grad,17,55.7232
79,Phasianus colchicus,V,Endo,55.7232,tail length,male survival,29,0.12,NA,grad,17,55.7232
75,Salmo salar,V,Ecto,42.4167,growth (immature fish),Age-1 summer survival,182,0.12,NA,grad,124,42.4167
73,Lacerta agilis,V,Ecto,57.3947,Female condition,Survival rate of offspring (absolute recruitment),23,0.122,0.452,grad,5,57.3947
15,Parus caeruleus,V,Endo,42.55,chick weight,survival (recruitment to the breeding population),137,0.125487929,0.33358189,grad,593,42.55
93,Psilocorsis quercicella,I,Ecto,39.0369,pupal mass,"Survival - adult mortality, 2nd generation",1470,0.127,0.018,grad,184,39.0369
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,92,0.129,0.051,grad,39,52.0833
75,Salmo salar,V,Ecto,42.4167,body length (immature fish),Age-1 summer survival,174,0.13,NA,grad,124,42.4167
75,Salmo salar,V,Ecto,42.4167,growth (immature fish),Age-2 winter survival,142,0.13,NA,grad,124,42.4167
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,wing length,survival,223,0.131,NA,grad,-17,23.4333
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,71,0.133864,NA,grad,8,25.745
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,43,0.135,0.076,grad,10,51.641
67,Ovis aries,V,Endo,57.814,body weight -  adult males,survival,43,0.137,0.133,grad,121,57.814
150,Chrysemys picta,V,Ecto,41.9586,Egg mass,clutch survival,33,0.14,0.473,grad,184,41.9586
11,Calopteryx splendens,I,Ecto,55.6333,Forewing length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",374,0.140143,NA,grad,33,55.6333
61,Negaprion brevirostris,V,Ecto,25.745,body length,survival,147,0.141723,NA,grad,8,25.745
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.1419,0.0341,grad,121,57.814
37,Stegastes partitus,V,Ecto,23.7429,Asymptotic body size (Tlmax),Longevity,66,0.145,0.05,grad,-24,23.7429
11,Calopteryx splendens,I,Ecto,55.7,Hindwing width,"Minimum lifespan in field (a measure of survival), H_je «_Å population",453,0.147555,NA,grad,10,55.7
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.1491,0.033,grad,121,57.814
67,Ovis aries,V,Endo,57.814,body weight -  adult males,survival,55,0.15,0.18,grad,121,57.814
51,Poecilia reticulata,V,Ecto,10.4606,Body Size,survival,NA,0.15,NA,grad,88,10.4606
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culw,survival,NA,0.15,0.19,grad,-17,23.4333
61,Negaprion brevirostris,V,Ecto,25.745,growth,survival,34,0.1523655,NA,grad,8,25.745
11,Calopteryx splendens,I,Ecto,55.6333,Forewing width,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",374,0.153125,NA,grad,33,55.6333
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),276,0.157813437,0.33280232,grad,29,42.5667
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1276,0.16,0.066,grad,26,57.1667
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,31,0.16,0.085,grad,10,51.641
79,Phasianus colchicus,V,Endo,55.7232,bill depth,female survival,31,0.16,NA,grad,17,55.7232
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culw,survival,NA,0.16,0.08,grad,-17,23.4333
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,cull,survival,NA,0.16,0.07,grad,-17,23.4333
158,Parus major,V,Endo,51.641,tarsus length,survival to the next breeding season,79,0.164,0.054,grad,10,51.641
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,182,0.164,0.034,grad,39,52.0833
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,30,0.166,0.089,grad,10,51.641
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.1675,0.0317,grad,121,57.814
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.1675,0.0288,grad,121,57.814
67,Ovis aries,V,Endo,57.814,body weight - adult females,survival,89,0.169,0.069,grad,121,57.814
158,Parus major,V,Endo,51.641,adult body mass,survival to the next breeding season,68,0.169,0.055,grad,10,51.641
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1073,0.17,0.11,grad,26,57.1667
15,Parus caeruleus,V,Endo,42.55,chick weight,survival (recruitment to the breeding population),172,0.170191358,0.20053371,grad,593,42.55
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.1737,0.0314,grad,121,57.814
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culmen length,survival,223,0.176,NA,grad,-17,23.4333
11,Calopteryx splendens,I,Ecto,55.6333,Forewing width,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",785,0.177147,NA,grad,33,55.6333
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.1782,0.0381,grad,121,57.814
79,Phasianus colchicus,V,Endo,55.7232,bill depth,female survival,54,0.18,NA,grad,17,55.7232
79,Phasianus colchicus,V,Endo,55.7232,bill width,female survival,31,0.18,NA,grad,17,55.7232
75,Salmo salar,V,Ecto,42.4167,condition factor (immature + mature fish),Age-2 winter survival,191,0.18,NA,grad,124,42.4167
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,cull,survival,NA,0.18,0.06,grad,-17,23.4333
158,Parus major,V,Endo,52.0833,tarsus length,survival to the next breeding season,15,0.184,0.134,grad,39,52.0833
144,Carpodacus mexicanus,V,Endo,46.8607,Beak Depth,juvenile survival,276,0.185,NA,grad,971,46.8607
75,Salmo salar,V,Ecto,42.4167,growth (immature fish),Age-1 winter survival,177,0.19,NA,grad,124,42.4167
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),205,0.192143385,0.24575099,grad,232,43.6667
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1119,0.194,0.072,grad,26,57.1667
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culmen width,survival,172,0.194,NA,grad,-17,23.4333
15,Parus caeruleus,V,Endo,42.55,chick weight,survival (recruitment to the breeding population),145,0.199318326,0.28016233,grad,593,42.55
79,Phasianus colchicus,V,Endo,55.7232,bill width,female survival,30,0.2,NA,grad,17,55.7232
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1225,0.202,0.068,grad,26,57.1667
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tail length,survival,223,0.202,NA,grad,-17,23.4333
11,Calopteryx splendens,I,Ecto,55.6333,Forewing length,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",486,0.202397,NA,grad,33,55.6333
15,Parus caeruleus,V,Endo,43.6667,chick tarsus length,survival (recruitment to the breeding population),237,0.203348995,0.40484303,grad,232,43.6667
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,culmen depth,survival,170,0.205,NA,grad,-17,23.4333
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,899,0.206,0.116,grad,26,57.1667
79,Phasianus colchicus,V,Endo,55.7232,weight,male survival,29,0.21,NA,grad,17,55.7232
75,Salmo salar,V,Ecto,42.4167,condition factor (immature fish),Age-2 winter survival,121,0.21,NA,grad,124,42.4167
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.2103,0.0347,grad,121,57.814
61,Negaprion brevirostris,V,Ecto,25.745,condition factor,survival,34,0.210654,NA,grad,8,25.745
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,793,0.211,0.097,grad,26,57.1667
15,Parus caeruleus,V,Endo,43.6667,chick tarsus length,survival (recruitment to the breeding population),230,0.211055876,0.20573762,grad,232,43.6667
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.2114,0.0336,grad,121,57.814
67,Ovis aries,V,Endo,57.814,body weight -  adult males,survival,27,0.214,0.163,grad,121,57.814
15,Parus caeruleus,V,Endo,43.6667,chick tarsus length,survival (recruitment to the breeding population),205,0.215026664,0.23219362,grad,232,43.6667
150,Chrysemys picta,V,Ecto,41.9586,Egg mass,clutch survival,46,0.222,0.159,grad,184,41.9586
11,Calopteryx splendens,I,Ecto,55.6333,Forewing width,"Minimum lifespan in field (a measure of survival), Klingav_ls_n population",486,0.222877,NA,grad,33,55.6333
67,Ovis aries,V,Endo,57.814,body weight - juveniles,survival,65,0.224,0.372,grad,121,57.814
150,Chrysemys picta,V,Ecto,41.9586,Egg mass,clutch survival,93,0.227,0.041,grad,184,41.9586
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,975,0.227,0.115,grad,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1194,0.233,0.069,grad,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1225,0.233,0.069,grad,26,57.1667
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),114,0.236961024,0.41566047,grad,29,42.5667
150,Chrysemys picta,V,Ecto,41.9586,Egg mass,clutch survival,48,0.239,0.145,grad,184,41.9586
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1183,0.244,0.071,grad,26,57.1667
67,Ovis aries,V,Endo,57.814,hindlimb length - adult males,survival,33,0.244,0.197,grad,121,57.814
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,899,0.245,0.115,grad,26,57.1667
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,wing length,survival,170,0.248,NA,grad,-17,23.4333
37,Stegastes partitus,V,Ecto,23.7903,Asymptotic body size (Tlmax),Longevity,89,0.251,0.052,grad,-30,23.7903
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,793,0.256,0.097,grad,26,57.1667
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),114,0.268817694,0.41649519,grad,29,42.5667
11,Calopteryx splendens,I,Ecto,55.7,Mass,"Minimum lifespan in field (a measure of survival), H_je «_Å population",453,0.273097,NA,grad,10,55.7
73,Lacerta agilis,V,Ecto,57.3947,Female condition,Survival rate of offspring (proportion),23,0.276,0.485,grad,5,57.3947
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1530,0.279,0.092,grad,26,57.1667
79,Phasianus colchicus,V,Endo,55.7232,bill length,female survival,30,0.29,NA,grad,17,55.7232
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1299,0.292,0.091,grad,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1267,0.296,0.081,grad,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,425,0.299,0.108,grad,26,57.1667
61,Negaprion brevirostris,V,Ecto,25.745,body length,survival,35,0.299335,NA,grad,8,25.745
79,Phasianus colchicus,V,Endo,55.7232,tail length,male survival,32,0.3,NA,grad,17,55.7232
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,425,0.304,0.108,grad,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1267,0.305,0.081,grad,26,57.1667
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1194,0.313,0.069,grad,26,57.1667
79,Phasianus colchicus,V,Endo,55.7232,tarsus length,female survival,54,0.32,NA,grad,17,55.7232
112,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,wing,survival,NA,0.32,0.2,grad,-17,23.4333
61,Negaprion brevirostris,V,Ecto,25.745,growth,survival,35,0.322044,NA,grad,8,25.745
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,975,0.323,0.115,grad,26,57.1667
79,Phasianus colchicus,V,Endo,55.7232,tarsus length,male survival,32,0.34,NA,grad,17,55.7232
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,500,0.352,0.187,grad,26,57.1667
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.3537,0.0535,grad,121,57.814
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.36,0.0656,grad,121,57.814
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,895,0.36,0.078,grad,26,57.1667
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),127,0.364413926,0.31023554,grad,29,42.5667
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1794,0.373,0.063,grad,26,57.1667
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.3764,0.0549,grad,121,57.814
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.3773,0.083,grad,121,57.814
79,Phasianus colchicus,V,Endo,55.7232,tarsus length,female survival,31,0.38,NA,grad,17,55.7232
64,Ficedula albicollis,V,Endo,57.1667,fledgling tarsus length,survival,1530,0.392,0.092,grad,26,57.1667
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),163,0.400724267,0.36490733,grad,29,42.5667
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),34,0.406236406,0.65875748,grad,29,42.5667
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),372,0.407573682,0.21049808,grad,232,43.6667
79,Phasianus colchicus,V,Endo,55.7232,tarsus length,female survival,30,0.41,NA,grad,17,55.7232
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),362,0.411466875,0.15625373,grad,232,43.6667
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.4364,0.0525,grad,121,57.814
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),452,0.439252574,0.17607498,grad,232,43.6667
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),475,0.443829345,0.20349114,grad,232,43.6667
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),205,0.456244413,0.30693615,grad,232,43.6667
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),241,0.461509356,0.35287791,grad,29,42.5667
73,Lacerta agilis,V,Ecto,57.3947,Offspring mass,Survival rate of offspring (proportion),19,0.465,0.368,grad,5,57.3947
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),237,0.471961438,0.44449167,grad,232,43.6667
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),127,0.472905376,0.35811593,grad,29,42.5667
15,Parus caeruleus,V,Endo,42.55,chick weight,survival (recruitment to the breeding population),87,0.491052927,0.54524677,grad,593,42.55
73,Lacerta agilis,V,Ecto,57.3947,Offspring mass,Survival rate of offspring (absolute recruitment),19,0.492,0.516,grad,5,57.3947
64,Ficedula albicollis,V,Endo,57.1667,fledgling body condition,survival,1073,0.519,0.11,grad,26,57.1667
83,Ovis aries,V,Endo,57.814,birth weight,neonatal survival,NA,0.5292,0.0637,grad,121,57.814
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),276,0.530603121,0.32265597,grad,29,42.5667
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),189,0.538158964,0.28617616,grad,29,42.5667
15,Parus caeruleus,V,Endo,43.6667,chick tarsus length,survival (recruitment to the breeding population),143,0.547515493,0.3945694,grad,232,43.6667
73,Lacerta agilis,V,Ecto,57.3947,Offspring mass,Survival rate of offspring (absolute recruitment),23,0.569,0.309,grad,5,57.3947
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),228,0.574041341,0.33576417,grad,232,43.6667
67,Ovis aries,V,Endo,57.814,body weight - juveniles,survival,99,0.598,0.152,grad,121,57.814
67,Ovis aries,V,Endo,57.814,body weight - juveniles,survival,114,0.608,0.176,grad,121,57.814
101,Zosterops lateralis chlorocephalus,V,Endo,-23.4333,tail length,survival,172,0.618,NA,grad,-17,23.4333
73,Lacerta agilis,V,Ecto,57.3947,Offspring mass,Survival rate of offspring (proportion),23,0.624,0.257,grad,5,57.3947
67,Ovis aries,V,Endo,57.814,body weight - juveniles,survival,64,0.653,0.339,grad,121,57.814
150,Chrysemys picta,V,Ecto,41.9586,Egg mass,clutch survival,15,0.768,0.05,grad,184,41.9586
15,Parus caeruleus,V,Endo,43.6667,chick weight,survival (recruitment to the breeding population),136,0.883344416,0.41274833,grad,232,43.6667
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),108,0.931262018,1.21303204,grad,29,42.5667
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),180,1.199582406,0.85969727,grad,29,42.5667
15,Parus caeruleus,V,Endo,42.5667,chick tarsus length,survival (recruitment to the breeding population),6,1.79032751,2.11151405,grad,29,42.5667
15,Parus caeruleus,V,Endo,42.5667,chick weight,survival (recruitment to the breeding population),6,3.796211811,4.93019727,grad,29,42.5667
119,Aquarius remigis,I,Ecto,45.5167,total body length,longevity,50,-0.135,NA,grad,31,45.5167
119,Aquarius remigis,I,Ecto,45.5167,total body length,longevity,60,-0.279,NA,grad,31,45.5167
14,Aquarius remigis,I,Ecto,45.5405,total length,pre-reproductive survival,476,0.01,NA,grad,167,45.5405
14,Aquarius remigis,I,Ecto,45.5405,total length,reproductive lifespan,64,0.07,NA,grad,167,45.5405
14,Aquarius remigis,I,Ecto,45.5405,total length,pre-reproductive survival,484,-0.3,NA,grad,167,45.5405
14,Aquarius remigis,I,Ecto,45.5405,total length,reproductive lifespan,89,0.04,NA,grad,167,45.5405
14,Aquarius remigis,I,Ecto,45.5444,total length,pre-reproductive survival,209,0.1,NA,grad,190,45.5444
14,Aquarius remigis,I,Ecto,45.5444,total length,reproductive lifespan,57,-0.03,NA,grad,190,45.5444
14,Aquarius remigis,I,Ecto,45.5444,total length,pre-reproductive survival,146,0.28,NA,grad,190,45.5444
14,Aquarius remigis,I,Ecto,45.5444,total length,reproductive lifespan,34,0.12,NA,grad,190,45.5444
28,Calopteryx splendens,I,Ecto,55.7,total length,survival,51,-0.06,NA,grad,10,55.7
23,Carpodacus mexicanus,V,Endo,32.6042,body mass,overwinter survival,172,-0.13,NA,grad,201,32.6042
23,Carpodacus mexicanus,V,Endo,32.6042,body mass,overwinter survival,91,-0.27,NA,grad,201,32.6042
23,Carpodacus mexicanus,V,Endo,42.2791,body mass,overwinter survival,347,0,NA,grad,268,42.2791
23,Carpodacus mexicanus,V,Endo,42.2791,body mass,overwinter survival,188,0.13,NA,grad,268,42.2791
23,Carpodacus mexicanus,V,Endo,48.8573,body mass,overwinter survival,171,-0.08,NA,grad,1834,48.8573
23,Carpodacus mexicanus,V,Endo,48.8573,body mass,overwinter survival,120,-0.1,NA,grad,1834,48.8573
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.76019,NA,grad,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.0244,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.48565,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.07063,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.06525,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.48922,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.31013,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.18342,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.06241,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.10063,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.4702,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.32635,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.16288,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.08333,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.2065,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.33595,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.13048,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.0678,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.24757,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.29333,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.33265,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.17246,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.23778,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.1484,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.0604,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.0972,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01453,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.02855,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.19704,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.05841,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.03376,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.10666,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.02945,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.16492,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.13631,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.05514,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.15425,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.01217,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.11975,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.0989,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,-0.05658,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.24324,NA,dif,272,57.0033
107,Cervus elaphus,V,Endo,57.0033,birth weight,annual survival,NA,0.1715,NA,dif,272,57.0033
